key	book	chapter	verse	word	role	case	tense	voice	mood	degree
44002036010	ACT	2	36	10		accusative				
44002036011	ACT	2	36	11						
44002036012	ACT	2	36	12		accusative				
44002036013	ACT	2	36	13	v		aorist	active	indicative	
44002036014	ACT	2	36	14		nominative				
44002036015	ACT	2	36	15		nominative				
44002036016	ACT	2	36	16		accusative				
44002036017	ACT	2	36	17		accusative				
44002036018	ACT	2	36	18		accusative				
44002036019	ACT	2	36	19	o	accusative				
44002036020	ACT	2	36	20	s	nominative				
44002036021	ACT	2	36	21	v		aorist	active	indicative	
44002037001	ACT	2	37	1	v	nominative	aorist	active	participle	
44002037002	ACT	2	37	2						
44002037003	ACT	2	37	3	v		aorist	passive	indicative	
44002037004	ACT	2	37	4		accusative				
44002037005	ACT	2	37	5		accusative				
44002037006	ACT	2	37	6	v		aorist	active	indicative	
44002037007	ACT	2	37	7						
44002037008	ACT	2	37	8						
44002037009	ACT	2	37	9		accusative				
44002037010	ACT	2	37	10		accusative				
44002037011	ACT	2	37	11						
44002037012	ACT	2	37	12		accusative				
44002037013	ACT	2	37	13		accusative				
44002037014	ACT	2	37	14		accusative				
44002037015	ACT	2	37	15	o	accusative				
44002037016	ACT	2	37	16	v		aorist	active	subjunctive	
44002037017	ACT	2	37	17	aux	vocative				
44002037018	ACT	2	37	18	aux	vocative				
44002038001	ACT	2	38	1	s	nominative				
44002038002	ACT	2	38	2						
44002038003	ACT	2	38	3						
44002038004	ACT	2	38	4		accusative				
44002038005	ACT	2	38	5	v		aorist	active	imperative	
44002038006	ACT	2	38	6						
44002038007	ACT	2	38	7	v		aorist	passive	imperative	
44002038008	ACT	2	38	8		nominative				
44002038009	ACT	2	38	9		genitive				
44002038010	ACT	2	38	10						
44002038011	ACT	2	38	11		dative				
44002038012	ACT	2	38	12		dative				
44002038013	ACT	2	38	13		genitive				
44002038014	ACT	2	38	14		genitive				
44002038015	ACT	2	38	15						
44002038016	ACT	2	38	16		accusative				
44002038017	ACT	2	38	17		genitive				
44002038018	ACT	2	38	18		genitive				
44002038019	ACT	2	38	19		genitive				
44002038020	ACT	2	38	20						
44002038021	ACT	2	38	21	v		future	middle	indicative	
44002038022	ACT	2	38	22		accusative				
44002038023	ACT	2	38	23		accusative				
44002038024	ACT	2	38	24		genitive				
44002038025	ACT	2	38	25		genitive				
44002038026	ACT	2	38	26		genitive				
44002039001	ACT	2	39	1	p	dative				
44002039002	ACT	2	39	2						
44002039003	ACT	2	39	3	vc		present	active	indicative	
44002039004	ACT	2	39	4		nominative				
44002039005	ACT	2	39	5		nominative				
44002039006	ACT	2	39	6						
44002039007	ACT	2	39	7		dative				
44002039008	ACT	2	39	8		dative				
44002039009	ACT	2	39	9		genitive				
44002039010	ACT	2	39	10						
44002039011	ACT	2	39	11		dative				
44002039012	ACT	2	39	12		dative				
44002039013	ACT	2	39	13						
44002039014	ACT	2	39	14		accusative				
44002039015	ACT	2	39	15	o	accusative				
44002039016	ACT	2	39	16						
44002039017	ACT	2	39	17	v		aorist	middle	subjunctive	
44002039018	ACT	2	39	18		nominative				
44002039019	ACT	2	39	19		nominative				
44002039020	ACT	2	39	20		nominative				
44002039021	ACT	2	39	21		genitive				
44002040001	ACT	2	40	1		dative				
44002040002	ACT	2	40	2						
44002040003	ACT	2	40	3		dative				
44002040004	ACT	2	40	4		dative				comparative
44002040005	ACT	2	40	5	v		aorist	middle	indicative	
44002040006	ACT	2	40	6						
44002040007	ACT	2	40	7	v		imperfect	active	indicative	
44002040008	ACT	2	40	8	o	accusative				
44002040009	ACT	2	40	9	v	nominative	present	active	participle	
44002040010	ACT	2	40	10	v		aorist	passive	imperative	
44002040011	ACT	2	40	11						
44002040012	ACT	2	40	12		genitive				
44002040013	ACT	2	40	13		genitive				
44002040014	ACT	2	40	14		genitive				
44002040015	ACT	2	40	15		genitive				
44002040016	ACT	2	40	16		genitive				
44002041001	ACT	2	41	1		nominative				
44002041002	ACT	2	41	2						
44002041003	ACT	2	41	3						
44002041004	ACT	2	41	4	v	nominative	aorist	middle	participle	
44002041005	ACT	2	41	5		accusative				
44002041006	ACT	2	41	6		accusative				
44002041007	ACT	2	41	7		genitive				
44002041008	ACT	2	41	8	v		aorist	passive	indicative	
44002041009	ACT	2	41	9						
44002041010	ACT	2	41	10	v		aorist	passive	indicative	
44002041011	ACT	2	41	11						
44002041012	ACT	2	41	12		dative				
44002041013	ACT	2	41	13		dative				
44002041014	ACT	2	41	14		dative				
44002041015	ACT	2	41	15		nominative				
44002041016	ACT	2	41	16						
44002041017	ACT	2	41	17		nominative				
44002042001	ACT	2	42	1			imperfect	active	indicative	
44002042002	ACT	2	42	2						
44002042003	ACT	2	42	3		nominative	present	active	participle	
44002042004	ACT	2	42	4		dative				
44002042005	ACT	2	42	5		dative				
44002042006	ACT	2	42	6		genitive				
44002042007	ACT	2	42	7		genitive				
44002042008	ACT	2	42	8						
44002042009	ACT	2	42	9		dative				
44002042010	ACT	2	42	10		dative				
44002042011	ACT	2	42	11		dative				
44002042012	ACT	2	42	12		dative				
44002042013	ACT	2	42	13		genitive				
44002042014	ACT	2	42	14		genitive				
44002042015	ACT	2	42	15						
44002042016	ACT	2	42	16		dative				
44002042017	ACT	2	42	17		dative				
44002043001	ACT	2	43	1	v		imperfect	middlepassive	indicative	
44002043002	ACT	2	43	2						
44002043003	ACT	2	43	3		dative				
44002043004	ACT	2	43	4		dative				
44002043005	ACT	2	43	5	s	nominative				
44002043006	ACT	2	43	6		nominative				
44002043007	ACT	2	43	7						
44002043008	ACT	2	43	8		nominative				
44002043009	ACT	2	43	9						
44002043010	ACT	2	43	10		nominative				
44002043011	ACT	2	43	11						
44002043012	ACT	2	43	12		genitive				
44002043013	ACT	2	43	13		genitive				
44002043014	ACT	2	43	14	v		imperfect	middlepassive	indicative	
44002044001	ACT	2	44	1		nominative				
44002044002	ACT	2	44	2						
44002044003	ACT	2	44	3		nominative				
44002044004	ACT	2	44	4	v	nominative	aorist	active	participle	
44002044005	ACT	2	44	5						
44002044006	ACT	2	44	6		accusative				
44002044007	ACT	2	44	7		accusative				
44002044008	ACT	2	44	8	v		imperfect	active	indicative	
44002044009	ACT	2	44	9	o	accusative				
44002044010	ACT	2	44	10	o2	accusative				
44002045001	ACT	2	45	1						
44002045002	ACT	2	45	2		accusative				
44002045003	ACT	2	45	3		accusative				
44002045004	ACT	2	45	4						
44002045005	ACT	2	45	5		accusative				
44002045006	ACT	2	45	6		accusative				
44002045007	ACT	2	45	7	v		imperfect	active	indicative	
44002045008	ACT	2	45	8						
44002045009	ACT	2	45	9	v		imperfect	active	indicative	
44002045010	ACT	2	45	10	o	accusative				
44002045011	ACT	2	45	11	io	dative				
44002045012	ACT	2	45	12						
44002045013	ACT	2	45	13						
44002045014	ACT	2	45	14	s	nominative				
44002045015	ACT	2	45	15	o	accusative				
44002045016	ACT	2	45	16	v		imperfect	active	indicative	
44002046001	ACT	2	46	1						
44002046002	ACT	2	46	2		accusative				
44002046003	ACT	2	46	3						
44002046004	ACT	2	46	4	v	nominative	present	active	participle	
44002046005	ACT	2	46	5	adv					
44002046006	ACT	2	46	6						
44002046007	ACT	2	46	7		dative				
44002046008	ACT	2	46	8		dative				
44002046009	ACT	2	46	9	v	nominative	present	active	participle	
44002046010	ACT	2	46	10						
44002046011	ACT	2	46	11						
44002046012	ACT	2	46	12		accusative				
44002046013	ACT	2	46	13	o	accusative				
44002046014	ACT	2	46	14	v		imperfect	active	indicative	
44002046015	ACT	2	46	15	o	genitive				
44002046016	ACT	2	46	16						
44002046017	ACT	2	46	17		dative				
44002046018	ACT	2	46	18						
44002046019	ACT	2	46	19		dative				
44002046020	ACT	2	46	20		genitive				
44002047001	ACT	2	47	1	v	nominative	present	active	participle	
44002047002	ACT	2	47	2		accusative				
44002047003	ACT	2	47	3		accusative				
44002047004	ACT	2	47	4						
44002047005	ACT	2	47	5	v	nominative	present	active	participle	
44002047006	ACT	2	47	6	o	accusative				
44002047007	ACT	2	47	7						
44002047008	ACT	2	47	8		accusative				
44002047009	ACT	2	47	9		accusative				
44002047010	ACT	2	47	10		accusative				
44002047011	ACT	2	47	11		nominative				
44002047012	ACT	2	47	12						
44002047013	ACT	2	47	13		nominative				
44002047014	ACT	2	47	14	v		imperfect	active	indicative	
44002047015	ACT	2	47	15		accusative				
44002047016	ACT	2	47	16	v	accusative	present	passive	participle	
44002047017	ACT	2	47	17						
44002047018	ACT	2	47	18		accusative				
44002047019	ACT	2	47	19						
44002047020	ACT	2	47	20		accusative				
44002047021	ACT	2	47	21		accusative				
44003001001	ACT	3	1	1		nominative				
44003001002	ACT	3	1	2						
44003001003	ACT	3	1	3						
44003001004	ACT	3	1	4		nominative				
44003001005	ACT	3	1	5	v		imperfect	active	indicative	
44003001006	ACT	3	1	6						
44003001007	ACT	3	1	7		accusative				
44003001008	ACT	3	1	8		accusative				
44003001009	ACT	3	1	9						
44003001010	ACT	3	1	10		accusative				
44003001011	ACT	3	1	11		accusative				
44003001012	ACT	3	1	12		genitive				
44003001013	ACT	3	1	13		genitive				
44003001014	ACT	3	1	14		accusative				
44003001015	ACT	3	1	15		accusative				
44003002001	ACT	3	2	1						
44003002002	ACT	3	2	2		nominative				
44003002003	ACT	3	2	3		nominative				
44003002004	ACT	3	2	4	p	nominative				
44003002005	ACT	3	2	5						
44003002006	ACT	3	2	6		genitive				
44003002007	ACT	3	2	7		genitive				
44003002008	ACT	3	2	8		genitive				
44003002009	ACT	3	2	9	vc	nominative	present	active	participle	
44003002010	ACT	3	2	10	v		imperfect	passive	indicative	
44003002011	ACT	3	2	11	o	accusative				
44003002012	ACT	3	2	12	v		imperfect	active	indicative	
44003002013	ACT	3	2	13						
44003002014	ACT	3	2	14		accusative				
44003002015	ACT	3	2	15						
44003002016	ACT	3	2	16		accusative				
44003002017	ACT	3	2	17		accusative				
44003002018	ACT	3	2	18		genitive				
44003002019	ACT	3	2	19		genitive				
44003002020	ACT	3	2	20		accusative				
44003002021	ACT	3	2	21	vc	accusative	present	passive	participle	
44003002022	ACT	3	2	22	p	accusative				
44003002023	ACT	3	2	23		genitive				
44003002024	ACT	3	2	24	v		present	active	infinitive	
44003002025	ACT	3	2	25	o	accusative				
44003002026	ACT	3	2	26						
44003002027	ACT	3	2	27		genitive				
44003002028	ACT	3	2	28	v	genitive	present	middlepassive	participle	
44003002029	ACT	3	2	29						
44003002030	ACT	3	2	30		accusative				
44003002031	ACT	3	2	31		accusative				
44003003001	ACT	3	3	1	s	nominative				
44003003002	ACT	3	3	2	v	nominative	aorist	active	participle	
44003003003	ACT	3	3	3		accusative				
44003003004	ACT	3	3	4						
44003003005	ACT	3	3	5		accusative				
44003003006	ACT	3	3	6	v	accusative	present	active	participle	
44003003007	ACT	3	3	7	v		present	active	infinitive	
44003003008	ACT	3	3	8						
44003003009	ACT	3	3	9		accusative				
44003003010	ACT	3	3	10		accusative				
44003003011	ACT	3	3	11	v		imperfect	active	indicative	
44003003012	ACT	3	3	12	o	accusative				
44003003013	ACT	3	3	13	v		aorist	active	infinitive	
44003004001	ACT	3	4	1	v	nominative	aorist	active	participle	
44003004002	ACT	3	4	2						
44003004003	ACT	3	4	3	s	nominative				
44003004004	ACT	3	4	4						
44003004005	ACT	3	4	5		accusative				
44003004006	ACT	3	4	6						
44003004007	ACT	3	4	7		dative				
44003004008	ACT	3	4	8		dative				
44003004009	ACT	3	4	9	v		aorist	active	indicative	
44003004010	ACT	3	4	10	v		aorist	active	imperative	
44003004011	ACT	3	4	11						
44003004012	ACT	3	4	12		accusative				
44003005001	ACT	3	5	1	s	nominative				
44003005002	ACT	3	5	2						
44003005003	ACT	3	5	3	v		imperfect	active	indicative	
44003005004	ACT	3	5	4	o	dative				
44003005005	ACT	3	5	5	v	nominative	present	active	participle	
44003005006	ACT	3	5	6	o	accusative				
44003005007	ACT	3	5	7						
44003005008	ACT	3	5	8		genitive				
44003005009	ACT	3	5	9	v		aorist	active	infinitive	
44003006001	ACT	3	6	1	v		aorist	active	indicative	
44003006002	ACT	3	6	2						
44003006003	ACT	3	6	3	s	nominative				
44003006004	ACT	3	6	4		accusative				
44003006005	ACT	3	6	5						
44003006006	ACT	3	6	6		accusative				
44003006007	ACT	3	6	7	adv					
44003006008	ACT	3	6	8	v		present	active	indicative	
44003006009	ACT	3	6	9	adv	dative				
44003006010	ACT	3	6	10	o	accusative				
44003006011	ACT	3	6	11						
44003006012	ACT	3	6	12	v		present	active	indicative	
44003006013	ACT	3	6	13	o	accusative				
44003006014	ACT	3	6	14	io	dative				
44003006015	ACT	3	6	15	v		present	active	indicative	
44003006016	ACT	3	6	16						
44003006017	ACT	3	6	17		dative				
44003006018	ACT	3	6	18		dative				
44003006019	ACT	3	6	19		genitive				
44003006020	ACT	3	6	20		genitive				
44003006021	ACT	3	6	21		genitive				
44003006022	ACT	3	6	22		genitive				
44003006023	ACT	3	6	23	v		present	active	imperative	
44003007001	ACT	3	7	1						
44003007002	ACT	3	7	2	v	nominative	aorist	active	participle	
44003007003	ACT	3	7	3	o	accusative				
44003007004	ACT	3	7	4		genitive				
44003007005	ACT	3	7	5		genitive				
44003007006	ACT	3	7	6		genitive				
44003007007	ACT	3	7	7	v		aorist	active	indicative	
44003007008	ACT	3	7	8	o	accusative				
44003007009	ACT	3	7	9	adv					
44003007010	ACT	3	7	10						
44003007011	ACT	3	7	11	v		aorist	passive	indicative	
44003007012	ACT	3	7	12		nominative				
44003007013	ACT	3	7	13		nominative				
44003007014	ACT	3	7	14		genitive				
44003007015	ACT	3	7	15						
44003007016	ACT	3	7	16		nominative				
44003007017	ACT	3	7	17		nominative				
44003008001	ACT	3	8	1						
44003008002	ACT	3	8	2	v	nominative	present	middlepassive	participle	
44003008003	ACT	3	8	3	v		aorist	active	indicative	
44003008004	ACT	3	8	4						
44003008005	ACT	3	8	5	v		imperfect	active	indicative	
44003008006	ACT	3	8	6						
44003008007	ACT	3	8	7	v		aorist	active	indicative	
44003008008	ACT	3	8	8						
44003008009	ACT	3	8	9		dative				
44003008010	ACT	3	8	10						
44003008011	ACT	3	8	11		accusative				
44003008012	ACT	3	8	12		accusative				
44003008013	ACT	3	8	13	v	nominative	present	active	participle	
44003008014	ACT	3	8	14						
44003008015	ACT	3	8	15	v	nominative	present	middlepassive	participle	
44003008016	ACT	3	8	16						
44003008017	ACT	3	8	17	v	nominative	present	active	participle	
44003008018	ACT	3	8	18		accusative				
44003008019	ACT	3	8	19		accusative				
44003009001	ACT	3	9	1						
44003009002	ACT	3	9	2	v		aorist	active	indicative	
44003009003	ACT	3	9	3		nominative				
44003009004	ACT	3	9	4		nominative				
44003009005	ACT	3	9	5		nominative				
44003009006	ACT	3	9	6	s	accusative				
44003009007	ACT	3	9	7	v	accusative	present	active	participle	
44003009008	ACT	3	9	8						
44003009009	ACT	3	9	9	v	accusative	present	active	participle	
44003009010	ACT	3	9	10		accusative				
44003009011	ACT	3	9	11		accusative				
44003010001	ACT	3	10	1	v		imperfect	active	indicative	
44003010002	ACT	3	10	2						
44003010003	ACT	3	10	3	o	accusative				
44003010004	ACT	3	10	4						
44003010005	ACT	3	10	5	s	nominative				
44003010006	ACT	3	10	6	vc		imperfect	active	indicative	
44003010007	ACT	3	10	7		nominative				
44003010008	ACT	3	10	8						
44003010009	ACT	3	10	9		accusative				
44003010010	ACT	3	10	10		accusative				
44003010011	ACT	3	10	11	v	nominative	present	middlepassive	participle	
44003010012	ACT	3	10	12						
44003010013	ACT	3	10	13		dative				
44003010014	ACT	3	10	14		dative				
44003010015	ACT	3	10	15		dative				
44003010016	ACT	3	10	16		genitive				
44003010017	ACT	3	10	17		genitive				
44003010018	ACT	3	10	18						
44003010019	ACT	3	10	19	v		aorist	passive	indicative	
44003010020	ACT	3	10	20		genitive				
44003010021	ACT	3	10	21						
44003010022	ACT	3	10	22		genitive				
44003010023	ACT	3	10	23						
44003010024	ACT	3	10	24		dative				
44003010025	ACT	3	10	25	v	dative	perfect	active	participle	
44003010026	ACT	3	10	26	adv	dative				
44003011001	ACT	3	11	1	v	genitive	present	active	participle	
44003011002	ACT	3	11	2						
44003011003	ACT	3	11	3	s	genitive				
44003011004	ACT	3	11	4		accusative				
44003011005	ACT	3	11	5		accusative				
44003011006	ACT	3	11	6						
44003011007	ACT	3	11	7		accusative				
44003011008	ACT	3	11	8		accusative				
44003011009	ACT	3	11	9	v		aorist	active	indicative	
44003011010	ACT	3	11	10		nominative				
44003011011	ACT	3	11	11		nominative				
44003011012	ACT	3	11	12		nominative				
44003011013	ACT	3	11	13						
44003011014	ACT	3	11	14		accusative				
44003011015	ACT	3	11	15						
44003011016	ACT	3	11	16		dative				
44003011017	ACT	3	11	17		dative				
44003011018	ACT	3	11	18		dative				
44003011019	ACT	3	11	19	vc	dative	present	passive	participle	
44003011020	ACT	3	11	20	p	genitive				
44003011021	ACT	3	11	21	adv	nominative				
44003012001	ACT	3	12	1	v	nominative	aorist	active	participle	
44003012002	ACT	3	12	2						
44003012003	ACT	3	12	3		nominative				
44003012004	ACT	3	12	4		nominative				
44003012005	ACT	3	12	5	v		aorist	middle	indicative	
44003012006	ACT	3	12	6						
44003012007	ACT	3	12	7		accusative				
44003012008	ACT	3	12	8		accusative				
44003012009	ACT	3	12	9	aux	vocative				
44003012010	ACT	3	12	10	aux	vocative				
44003012011	ACT	3	12	11	adv	accusative				
44003012012	ACT	3	12	12	v		present	active	indicative	
44003012013	ACT	3	12	13						
44003012014	ACT	3	12	14		dative				
44003012015	ACT	3	12	15						
44003012016	ACT	3	12	16	o	dative				
44003012017	ACT	3	12	17	adv	accusative				
44003012018	ACT	3	12	18	v		present	active	indicative	
44003012019	ACT	3	12	19						
44003012020	ACT	3	12	20		dative				
44003012021	ACT	3	12	21		dative				
44003012022	ACT	3	12	22						
44003012023	ACT	3	12	23		dative				
44003012024	ACT	3	12	24	v	dative	perfect	active	participle	
44003012025	ACT	3	12	25		genitive				
44003012026	ACT	3	12	26	v		present	active	infinitive	
44003012027	ACT	3	12	27	s	accusative				
44003013001	ACT	3	13	1		nominative				
44003013002	ACT	3	13	2		nominative				
44003013003	ACT	3	13	3		genitive				
44003013004	ACT	3	13	4						
44003013005	ACT	3	13	5		genitive				
44003013006	ACT	3	13	6						
44003013007	ACT	3	13	7		genitive				
44003013008	ACT	3	13	8		nominative				
44003013009	ACT	3	13	9		nominative				
44003013010	ACT	3	13	10		genitive				
44003013011	ACT	3	13	11		genitive				
44003013012	ACT	3	13	12		genitive				
44003013013	ACT	3	13	13	v		aorist	active	indicative	
44003013014	ACT	3	13	14		accusative				
44003013015	ACT	3	13	15		accusative				
44003013016	ACT	3	13	16		genitive				
44003013017	ACT	3	13	17		accusative				
44003013018	ACT	3	13	18	o	accusative				
44003013019	ACT	3	13	19	s	nominative				
44003013020	ACT	3	13	20						
44003013021	ACT	3	13	21	v		aorist	active	indicative	
44003013022	ACT	3	13	22						
44003013023	ACT	3	13	23	v		aorist	middle	indicative	
44003013024	ACT	3	13	24						
44003013025	ACT	3	13	25		accusative				
44003013026	ACT	3	13	26		genitive				
44003013027	ACT	3	13	27	v	genitive	aorist	active	participle	
44003013028	ACT	3	13	28	s	genitive				
44003013029	ACT	3	13	29	v		present	active	infinitive	
44003014001	ACT	3	14	1	s	nominative				
44003014002	ACT	3	14	2						
44003014003	ACT	3	14	3		accusative				
44003014004	ACT	3	14	4		accusative				
44003014005	ACT	3	14	5						
44003014006	ACT	3	14	6		accusative				
44003014007	ACT	3	14	7	v		aorist	middle	indicative	
44003014008	ACT	3	14	8						
44003014009	ACT	3	14	9	v		aorist	middle	indicative	
44003014010	ACT	3	14	10		accusative				
44003014011	ACT	3	14	11		accusative				
44003014012	ACT	3	14	12	v		aorist	passive	infinitive	
44003014013	ACT	3	14	13	io	dative				
44003015001	ACT	3	15	1		accusative				
44003015002	ACT	3	15	2						
44003015003	ACT	3	15	3		accusative				
44003015004	ACT	3	15	4		genitive				
44003015005	ACT	3	15	5		genitive				
44003015006	ACT	3	15	6	v		aorist	active	indicative	
44003015007	ACT	3	15	7	o	accusative				
44003015008	ACT	3	15	8		nominative				
44003015009	ACT	3	15	9		nominative				
44003015010	ACT	3	15	10	v		aorist	active	indicative	
44003015011	ACT	3	15	11						
44003015012	ACT	3	15	12		genitive				
44003015013	ACT	3	15	13	adv	genitive				
44003015014	ACT	3	15	14	s	nominative				
44003015015	ACT	3	15	15	p	nominative				
44003015016	ACT	3	15	16	vc		present	active	indicative	
44003016001	ACT	3	16	1						
44003016002	ACT	3	16	2						
44003016003	ACT	3	16	3		dative				
44003016004	ACT	3	16	4		dative				
44003016005	ACT	3	16	5		genitive				
44003016006	ACT	3	16	6		genitive				
44003016007	ACT	3	16	7		genitive				
44003016008	ACT	3	16	8		accusative				
44003016009	ACT	3	16	9	o	accusative				
44003016010	ACT	3	16	10			present	active	indicative	
44003016011	ACT	3	16	11						
44003016012	ACT	3	16	12			perfect	active	indicative	
44003016013	ACT	3	16	13	v		aorist	active	indicative	
44003016014	ACT	3	16	14		nominative				
44003016015	ACT	3	16	15		nominative				
44003016016	ACT	3	16	16		genitive				
44003016017	ACT	3	16	17						
44003016018	ACT	3	16	18		nominative				
44003016019	ACT	3	16	19		nominative				
44003016020	ACT	3	16	20		nominative				
44003016021	ACT	3	16	21						
44003016022	ACT	3	16	22		genitive				
44003016023	ACT	3	16	23	v		aorist	active	indicative	
44003016024	ACT	3	16	24	io	dative				
44003016025	ACT	3	16	25		accusative				
44003016026	ACT	3	16	26		accusative				
44003016027	ACT	3	16	27		accusative				
44003016028	ACT	3	16	28						
44003016029	ACT	3	16	29		genitive				
44003016030	ACT	3	16	30		genitive				
44003017001	ACT	3	17	1						
44003017002	ACT	3	17	2	adv					
44003017003	ACT	3	17	3	aux	vocative				
44003017004	ACT	3	17	4	v		perfect	active	indicative	
44003017005	ACT	3	17	5						
44003017006	ACT	3	17	6						
44003017007	ACT	3	17	7		accusative				
44003017008	ACT	3	17	8	v		aorist	active	indicative	
44003017009	ACT	3	17	9						
44003017010	ACT	3	17	10						
44003017011	ACT	3	17	11		nominative				
44003017012	ACT	3	17	12		nominative				
44003017013	ACT	3	17	13		genitive				
44003018001	ACT	3	18	1		nominative				
44003018002	ACT	3	18	2						
44003018003	ACT	3	18	3		nominative				
44003018004	ACT	3	18	4	o	accusative				
44003018005	ACT	3	18	5	v		aorist	active	indicative	
44003018006	ACT	3	18	6						
44003018007	ACT	3	18	7		genitive				
44003018008	ACT	3	18	8		genitive				
44003018009	ACT	3	18	9		genitive				
44003018010	ACT	3	18	10		genitive				
44003018011	ACT	3	18	11	v		aorist	active	infinitive	
44003018012	ACT	3	18	12		accusative				
44003018013	ACT	3	18	13		accusative				
44003018014	ACT	3	18	14		genitive				
44003018015	ACT	3	18	15	v		aorist	active	indicative	
44003018016	ACT	3	18	16	adv					
44003019001	ACT	3	19	1			aorist	active	imperative	
44003019002	ACT	3	19	2						
44003019003	ACT	3	19	3						
44003019004	ACT	3	19	4			aorist	active	imperative	
44003019005	ACT	3	19	5						
44003019006	ACT	3	19	6		accusative				
44003019007	ACT	3	19	7	v		aorist	passive	infinitive	
44003019008	ACT	3	19	8		genitive				
44003019009	ACT	3	19	9		accusative				
44003019010	ACT	3	19	10		accusative				
44003020001	ACT	3	20	1						
44003020002	ACT	3	20	2						
44003020003	ACT	3	20	3	v		aorist	active	subjunctive	
44003020004	ACT	3	20	4		nominative				
44003020005	ACT	3	20	5		genitive				
44003020006	ACT	3	20	6						
44003020007	ACT	3	20	7		genitive				
44003020008	ACT	3	20	8		genitive				
44003020009	ACT	3	20	9		genitive				
44003020010	ACT	3	20	10						
44003020011	ACT	3	20	11	v		aorist	active	subjunctive	
44003020012	ACT	3	20	12		accusative				
44003020013	ACT	3	20	13	v	accusative	perfect	passive	participle	
44003020014	ACT	3	20	14	io	dative				
44003020015	ACT	3	20	15		accusative				
44003020016	ACT	3	20	16		accusative				
44003021001	ACT	3	21	1	o	accusative				
44003021002	ACT	3	21	2	v		present	active	indicative	
44003021003	ACT	3	21	3	s	accusative				
44003021004	ACT	3	21	4						
44003021005	ACT	3	21	5	v		aorist	middle	infinitive	
44003021006	ACT	3	21	6						
44003021007	ACT	3	21	7		genitive				
44003021008	ACT	3	21	8		genitive				
44003021009	ACT	3	21	9		genitive				
44003021010	ACT	3	21	10	o	genitive				
44003021011	ACT	3	21	11	v		aorist	active	indicative	
44003021012	ACT	3	21	12		nominative				
44003021013	ACT	3	21	13		nominative				
44003021014	ACT	3	21	14						
44003021015	ACT	3	21	15		genitive				
44003021016	ACT	3	21	16		genitive				
44003021017	ACT	3	21	17		genitive				
44003021018	ACT	3	21	18						
44003021019	ACT	3	21	19		genitive				
44003021020	ACT	3	21	20		genitive				
44003021021	ACT	3	21	21		genitive				
44003022001	ACT	3	22	1	s	nominative				
44003022002	ACT	3	22	2						
44003022003	ACT	3	22	3	v		aorist	active	indicative	
44003022004	ACT	3	22	4						
44003022005	ACT	3	22	5	o	accusative				
44003022006	ACT	3	22	6	io	dative				
44003022007	ACT	3	22	7	v		future	active	indicative	
44003022008	ACT	3	22	8		nominative				
44003022009	ACT	3	22	9		nominative				
44003022010	ACT	3	22	10		nominative				
44003022011	ACT	3	22	11						
44003022012	ACT	3	22	12		genitive				
44003022013	ACT	3	22	13		genitive				
44003022014	ACT	3	22	14		genitive				
44003022015	ACT	3	22	15						
44003022016	ACT	3	22	16	o	accusative				
44003022017	ACT	3	22	17	o	genitive				
44003022018	ACT	3	22	18	v		future	middle	indicative	
44003022019	ACT	3	22	19						
44003022020	ACT	3	22	20		accusative				
44003022021	ACT	3	22	21	o	accusative				
44003022022	ACT	3	22	22						
44003022023	ACT	3	22	23	v		aorist	active	subjunctive	
44003022024	ACT	3	22	24						
44003022025	ACT	3	22	25		accusative				
44003023001	ACT	3	23	1	v		future	middle	indicative	
44003023002	ACT	3	23	2						
44003023003	ACT	3	23	3		nominative				
44003023004	ACT	3	23	4		nominative				
44003023005	ACT	3	23	5	s	nominative				
44003023006	ACT	3	23	6						
44003023007	ACT	3	23	7	adv					
44003023008	ACT	3	23	8	v		aorist	active	subjunctive	
44003023009	ACT	3	23	9		genitive				
44003023010	ACT	3	23	10		genitive				
44003023011	ACT	3	23	11		genitive				
44003023012	ACT	3	23	12	v		future	passive	indicative	
44003023013	ACT	3	23	13						
44003023014	ACT	3	23	14		genitive				
44003023015	ACT	3	23	15		genitive				
44003024001	ACT	3	24	1						
44003024002	ACT	3	24	2		nominative				
44003024003	ACT	3	24	3						
44003024004	ACT	3	24	4		nominative				
44003024005	ACT	3	24	5		nominative				
44003024006	ACT	3	24	6						
44003024007	ACT	3	24	7		genitive				
44003024008	ACT	3	24	8						
44003024009	ACT	3	24	9		genitive				
44003024010	ACT	3	24	10						
44003024011	ACT	3	24	11	s	nominative				
44003024012	ACT	3	24	12	v		aorist	active	indicative	
44003024013	ACT	3	24	13	adv					
44003024014	ACT	3	24	14	v		aorist	active	indicative	
44003024015	ACT	3	24	15		accusative				
44003024016	ACT	3	24	16		accusative				
44003024017	ACT	3	24	17		accusative				
44003025001	ACT	3	25	1	s	nominative				
44003025002	ACT	3	25	2	vc		present	active	indicative	
44003025003	ACT	3	25	3		nominative				
44003025004	ACT	3	25	4		nominative				
44003025005	ACT	3	25	5		genitive				
44003025006	ACT	3	25	6		genitive				
44003025007	ACT	3	25	7						
44003025008	ACT	3	25	8		genitive				
44003025009	ACT	3	25	9		genitive				
44003025010	ACT	3	25	10	o	genitive				
44003025011	ACT	3	25	11		nominative				
44003025012	ACT	3	25	12		nominative				
44003025013	ACT	3	25	13	v		aorist	middle	indicative	
44003025014	ACT	3	25	14						
44003025015	ACT	3	25	15		accusative				
44003025016	ACT	3	25	16		accusative				
